institution_id,publication_count
https://openalex.org/I4626487,1
https://openalex.org/I98210582,1
https://openalex.org/I4210091899,1
https://openalex.org/I4391767729,1
https://openalex.org/I134359838,1
https://openalex.org/I4210144925,1
https://openalex.org/I196652580,1
https://openalex.org/I299920578,1
https://openalex.org/I51226738,1
https://openalex.org/I4210095669,1
https://openalex.org/I51158804,1
https://openalex.org/I4210129200,1
https://openalex.org/I25399158,1
https://openalex.org/I4210093045,1
https://openalex.org/I1289142772,1
https://openalex.org/I1310048521,1
https://openalex.org/I4210087127,1
https://openalex.org/I4210145347,1
https://openalex.org/I136774965,1
https://openalex.org/I198105771,1
https://openalex.org/I4210110275,1
https://openalex.org/I144614875,1
https://openalex.org/I4210090662,1
https://openalex.org/I64532579,1
https://openalex.org/I132877587,1
https://openalex.org/I4210141251,1
https://openalex.org/I84724731,1
https://openalex.org/I184490438,1
https://openalex.org/I94234084,1
https://openalex.org/I913958620,1
https://openalex.org/I99041443,1
https://openalex.org/I94616015,1
https://openalex.org/I4210094618,1
https://openalex.org/I4210150297,1
https://openalex.org/I162871001,1
https://openalex.org/I154632036,1
https://openalex.org/I4390039234,1
https://openalex.org/I192455969,1
https://openalex.org/I122964287,1
https://openalex.org/I8606887,1
https://openalex.org/I91136226,1
https://openalex.org/I133999245,1
https://openalex.org/I178535277,1
https://openalex.org/I167751958,1
https://openalex.org/I199440890,1
https://openalex.org/I9300472,1
https://openalex.org/I135140700,1
https://openalex.org/I255234318,1
https://openalex.org/I65644108,1
